"GRN","Title","Value(£)","Start","End",""
"EP/R001650/1","Smart Peripheral Stents for the Lower Extremity - Design, Manufacturing and Evaluation","319,329","01-12-2017","30-11-2021","Visualise"
"EP/R001901/1","Smart Peripheral Stents for the Lower Extremity - Design, Manufacturing and Evaluation","234,625","01-12-2017","30-11-2020","Visualise"
"EP/R003556/1","Smartwound-plasma","280,433","01-12-2017","31-10-2020","Visualise"
"EP/R003939/1","Smartwound-plasma","303,616","02-10-2017","31-03-2021","Visualise"
"EP/R004463/1","Mathematical Modelling Led Design of Tissue-Engineered Constructs: A New Paradigm for Peripheral Nerve Repair (NerveDesign)","1,080,646","01-01-2018","31-12-2022","Visualise"
"EP/R004498/1","Polymer Bioelectronics for High Resolution Implantable Devices","1,078,948","03-05-2018","02-05-2023","Visualise"
"EP/R00661X/1","Sir Henry Royce Institute - recurrent grant","31,477,552","01-04-2016","31-03-2021","Visualise"
"EP/R015139/1","Bone Bricks: Cost effective modular osseointegrated prosthetics for large bone loss surgical procedures","828,910","01-02-2018","31-01-2021","Visualise"
"EP/R020957/1","New Industrial Systems: Manufacturing Immortality","2,206,901","01-03-2018","28-02-2021","Visualise"
"EP/R024324/1","Shape memory bone and soft tissue fixations","904,074","02-07-2018","01-07-2021","Visualise"
"EP/R025355/1","FINESSE NanoBio (Fabrication and Imaging of Neon-Etched Structures and Surfaces for Engineering, Nanoscience and Biotechnology)","2,427,240","19-02-2018","30-09-2020","Visualise"
"EP/R029431/1","HIGH END COMPUTING MATERIALS CHEMISTRY CONSORTIUM","489,316","01-11-2018","31-10-2022","Visualise"
"EP/R02961X/1","SoRo for Health: Implantable soft robotics for restoration of physiological function","1,895,192","01-06-2018","31-05-2023","Visualise"
"EP/R030065/1","A National Network for Applications of High-Field NMR in the Life and Physical Sciences","1,368,030","01-05-2018","30-04-2021","Visualise"
"EP/R031649/1","Developing Efficient Models to Define Economic and Low Risk High Value Manufacture of Cell Based Products","406,203","01-12-2018","30-11-2021","Visualise"
"EP/R041628/1","Healing Tissues via Programmable DNA Nanotechnology","253,043","19-01-2018","18-01-2021","Visualise"
"EP/R042721/1","Medical Device Prototype & Manufacture Unit","1,686,762","01-09-2018","31-08-2023","Visualise"
"EP/R043345/1","A platform for reduction of incidence of ventilator-associated pneumonia through modified PVC biomaterials","446,937","19-08-2018","18-08-2021","Visualise"
"EP/R513404/1","RCUK Catapult Researchers in Residence (Cell & Gene Therapy) - Development of Raman Spectroscopy for the Quantitation of Viral Titre in C&G Therapies","50,000","01-04-2018","31-12-2020","Visualise"
"EP/S001468/1","Novel bioengineering for auto-integration of advanced cell delivery substrates","523,493","01-06-2018","31-05-2021","Visualise"
"EP/S003509/1","Developing a humanoid bioreactor for tendon tissue engineering","1,195,269","01-01-2019","31-12-2023","Visualise"
"EP/S009000/1","EPSRC IRC in Targeted Delivery for Hard-to-Treat Cancers","10,275,035","01-10-2018","30-09-2024","Visualise"
"EP/S009493/1","Nanomechanical Testing in Controlled Environments and in the TEM (Nano-TCT)","911,357","01-01-2019","31-12-2020","Visualise"
"EP/S012265/1","An Injectable Implant Providing Long-Acting Drug Delivery for the Treatment of Chronic disease","931,713","05-04-2019","04-04-2022","Visualise"
"EP/S016589/1","Instructive acellular tissue engineering (IATE)","273,280","01-08-2019","31-07-2021","Visualise"
"EP/S016872/1","Creation and Exploitation of Pressurised Gyration to Manufacture Core-Sheath Structures:","297,078","01-12-2018","30-11-2020","Visualise"
"EP/S017054/1","Exploiting nanoclay self-assembly for stem-cell driven tissue regeneration (Ext.)","652,649","01-06-2019","31-05-2022","Visualise"
"EP/S017542/1","Custom nanomaterials from modular synthetic proteins","1,151,785","01-08-2019","31-07-2024","Visualise"
"EP/S019367/1","The Royce: Capitalising on the investment","1,006,681","01-11-2018","31-10-2021","Visualise"
"EP/S019847/1","A MICROMECHANICAL SENSOR TO UNDERSTAND AND MONITOR WOUND HEALING","362,112","01-08-2019","31-07-2021","Visualise"
"EP/S021035/1","Tissue-Responsive Robotic Implants for In Vivo Mechanostimulation-Based Tissue Regeneration (Tissue-RIMOTE)","208,559","01-10-2019","30-09-2021","Visualise"
"EP/S021434/1","High resolution, cryogenic analytical and transfer scanning electron microscope (HR-CAT-SEM)","1,564,542","01-04-2019","31-03-2024","Visualise"
"EP/S021442/1","Terahertz skinometer for improved cancer prevention and treatment","652,876","01-04-2019","31-03-2022","Visualise"
"EP/S021485/1","Development of next-generation Intraocular lens combined with degradable drug delivery system toward prevention of Posterior Capsule Opacification","381,482","01-10-2019","30-09-2022","Visualise"
"EP/S022201/1","EPSRC Centre for Doctoral Training in Advanced Biomedical Materials","6,714,807","01-04-2019","30-09-2027","Visualise"
"EP/S022546/1","Evaluation of novel implant fixation technology with a new pre-clinical testing method","428,391","01-08-2019","31-07-2022","Visualise"
"EP/S022813/1","Understanding and enhancing the mechanical performance of bioinspired zirconia-based dental materials","252,240","02-09-2019","01-09-2021","Visualise"
"EP/S022856/1","EPSRC Centre for Doctoral Training in BioDesign Engineering","7,001,623","01-04-2019","30-09-2027","Visualise"
"EP/S023259/1","EPSRC and SFI Centre for Doctoral Training in the Advanced Characterisation of Materials (CDT-ACM)","6,331,292","01-10-2019","31-03-2028","Visualise"
"EP/S02347X/1","'EPSRC and SFI Centre for Doctoral Training in Engineered Tissues for Discovery, Industry and Medicine","7,013,579","01-07-2019","31-12-2027","Visualise"
"EP/S025782/1","Biodegradable hybrid screws for ligament-bone interface regeneration","1,119,981","25-11-2019","24-11-2022","Visualise"
"EP/S025944/1","Multi-band optical coherence tomography platform for the development of novel atopic dermatitis treatments.","1,017,938","02-09-2019","01-09-2022","Visualise"
"EP/S031669/1","The development and implementation of a six-axis bioreactor for regenerative therapies of the intervertebral disc","222,239","01-01-2020","31-12-2021","Visualise"
"EP/T000457/1","Bioactive polysaccharide-based hydrogels for growth factors delivery during tissue repair.","276,854","01-02-2020","31-01-2023","Visualise"
"EP/T006390/1","An X-ray Micro-Computed Tomography Facility with in-situ/in operando testing.","1,175,201","01-12-2019","30-11-2022","Visualise"
"EP/T006412/1","Integrated atomic force and confocal fluorescence lifetime imaging microscope with fibre-coupled infrared detector for materials research","817,064","01-12-2019","31-03-2022","Visualise"
"EP/T008059/1","From Ultrastructure to Micromechanics: a New Perspective on Cartilage Function, Mechanotransduction and Ageing","248,925","01-04-2020","31-03-2022","Visualise"
"EP/T010762/1","Ceramic SHaping: extrusion of glAss Preforms for new fibres in hEalthcare (SHAPE)","770,396","01-06-2020","31-05-2024","Visualise"
"EP/T013885/1","A new technology platform for neuro-regeneration: Next generation electroactive bioprostheses for spinal cord injury (SCI)","154,933","01-03-2020","28-02-2022","Visualise"
"EP/T01508X/1","Programmed assembly of protocellular materials","392,155","01-02-2020","31-01-2023","Visualise"
"EP/T016124/1","Exploiting bacterial virulence to trigger antimicrobial release from orthopaedic implants","264,217","01-03-2020","28-02-2022","Visualise"
"EP/T020792/1","emPOWER: in-body artificial muscles for physical augmentation, function restoration, patient empowerment and future healthcare","6,142,805","01-09-2020","31-08-2025","Visualise"
"EP/T02349X/1","EPSRC Capital Award for Core Equipment","273,800","13-01-2020","12-07-2021","Visualise"
"EP/T023740/1","QMUL EPSRC Core Equipment Bid","125,000","13-02-2020","12-08-2021","Visualise"
"EP/T024216/1","Capital award for Core Equipment","300,000","20-12-2019","19-06-2021","Visualise"
"EP/T024437/1","Multi-User X-ray Diffraction (XRD) Core Equipment","100,000","13-02-2020","12-08-2021","Visualise"
"EP/T024488/1","Core Equipment at the University of Leeds","550,000","13-02-2020","12-08-2021","Visualise"
"EP/T024712/1","EPSRC Capital Award for Core Equipment - Imperial College London","840,189","01-12-2019","31-05-2021","Visualise"
"EP/T031379/1","A multi-scale, high-resolution, tri-beam facility for fast machining and 3D characterisation","1,970,213","01-07-2020","30-06-2023","Visualise"
"EP/V001078/1","Materials And Molecular Modelling Exascale Design And Development Working Group","30,639","01-05-2020","31-07-2021","Visualise"
"EP/V001205/1","Materials and Molecular Modelling Exascale Design and Development Working Group","50,782","01-04-2020","30-06-2021","Visualise"
"EP/V001256/1","Materials and Molecular Modelling (MMM) Exascale Design and Development Working Group (DDWG)","53,357","01-04-2020","30-06-2021","Visualise"
"EP/V001507/1","Materials and Molecular Modelling Exascale Design and Development Working Group","88,230","01-05-2020","31-07-2021","Visualise"
"EP/V003356/1","Invisible Customisation - A Data Driven Approach to Predictive Additive Manufacture Enabling Functional Implant Personalisation","404,607","01-05-2020","30-04-2022","Visualise"
"NS/A000027/1","Image-Guided Intrauterine Minimally Invasive Fetal Diagnosis and Therapy","4,967,257","01-04-2014","31-03-2021","Visualise"
"NS/A000038/1","Investigating the physical and biological determinants of cancer cell extravasation","256,338","01-11-2016","30-10-2020","Visualise"
"NS/A000070/1","Microfluidic Automated Platform for Osteoarthritis Drug Screening (MA-PODS)","333,332","01-09-2017","31-08-2020","Visualise"
